Data,Fruta,Preco,Dolar,Producao,ProducaoPerdida,Inflacao,TemperaturaMedia,Chuva,Precipitacao,Umidade,Rupia,Defensivos
2013-05-20,Basale Greens,34,2.035,338.3,0,2.098326272,29.06,57.8,5,98,56.57,188.9
2013-05-21,Basale Greens,34,2.035,345.7,0,2.098326272,29.06,57.8,5,98,56.57,603
2013-05-22,Basale Greens,34,2.035,334.1,0,2.098326272,29.06,57.8,5,98,56.57,312.9
2013-05-23,Basale Greens,34,2.035,364.7,0,2.098326272,29.06,57.8,5,98,56.57,104
2013-05-24,Basale Greens,34,2.035,335.9,0,2.098326272,29.06,57.8,5,98,56.57,458.7
2013-05-25,Basale Greens,34,2.035,364.9,0,2.098326272,29.06,57.8,5,98,56.57,384.6
2013-05-27,Basale Greens,34,2.035,355,0,2.098326272,29.06,57.8,5,98,56.57,420.5
2013-05-28,Basale Greens,34,2.035,348.6,0,2.098326272,29.06,57.8,5,98,56.57,730.5
2013-05-29,Basale Greens,34,2.035,337.2,0,2.098326272,29.06,57.8,5,98,56.57,351.4
2013-05-30,Basale Greens,34,2.035,348.9,0,2.098326272,29.06,57.8,5,98,56.57,91.4
2013-05-31,Basale Greens,34,2.035,351.1,0,2.098326272,29.06,57.8,5,98,56.57,202.5
2013-06-01,Basale Greens,34,2.173,353,0,2.103781921,28.24,219.8,53,100,56.57,332.6
2013-06-03,Basale Greens,34,2.173,345,0,2.103781921,28.24,219.8,53,100,56.57,217.5
2013-06-04,Basale Greens,34,2.173,348.9,0,2.103781921,28.24,219.8,53,100,56.57,67.3
2013-06-05,Basale Greens,34,2.173,358.4,0,2.103781921,28.24,219.8,53,100,56.57,598.8
2013-06-06,Basale Greens,34,2.173,359.1,0,2.103781921,28.24,219.8,53,100,56.57,663.8
2013-06-07,Basale Greens,34,2.173,362.6,0,2.103781921,28.24,219.8,53,100,56.57,418.7
2013-06-08,Basale Greens,34,2.173,350.9,0,2.103781921,28.24,219.8,53,100,56.57,513.8
2013-06-10,Basale Greens,34,2.173,361.4,0,2.103781921,28.24,219.8,53,100,56.57,218.9
2013-06-11,Basale Greens,34,2.173,355.4,0,2.103781921,28.24,219.8,53,100,56.57,464.1
2013-06-12,Basale Greens,34,2.173,337.5,0,2.103781921,28.24,219.8,53,100,56.57,560.6
2013-06-13,Basale Greens,34,2.173,342.9,0,2.103781921,28.24,219.8,53,100,56.57,11.4
2013-06-14,Basale Greens,34,2.173,353.2,0,2.103781921,28.24,219.8,53,100,56.57,437.9
2013-06-15,Basale Greens,34,2.173,336.3,0,2.103781921,28.24,219.8,53,100,56.57,318.3
2013-06-17,Basale Greens,34,2.173,352.7,0,2.103781921,28.24,219.8,53,100,56.57,229.8
2013-06-18,Basale Greens,34,2.173,334,0,2.103781921,28.24,219.8,53,100,56.57,142
2013-06-19,Basale Greens,34,2.173,348.4,0,2.103781921,28.24,219.8,53,100,56.57,343.4
2013-06-20,Basale Greens,34,2.173,344.2,0,2.103781921,28.24,219.8,53,100,56.57,144
2013-06-21,Basale Greens,34,2.173,345,0,2.103781921,28.24,219.8,53,100,56.57,559.5
2013-06-22,Basale Greens,34,2.173,343.1,0,2.103781921,28.24,219.8,53,100,56.57,508.9
2013-06-24,Basale Greens,34,2.173,352.6,0,2.103781921,28.24,219.8,53,100,56.57,57.5
2013-06-25,Basale Greens,34,2.173,347.4,0,2.103781921,28.24,219.8,53,100,56.57,338.8
2013-06-26,Basale Greens,34,2.173,365.8,0,2.103781921,28.24,219.8,53,100,56.57,20.6
2013-06-27,Basale Greens,34,2.173,351.9,0,2.103781921,28.24,219.8,53,100,56.57,300.4
2013-06-28,Basale Greens,34,2.173,333.4,0,2.103781921,28.24,219.8,53,100,56.57,438
2013-06-29,Basale Greens,34,2.173,364.1,0,2.103781921,28.24,219.8,53,100,56.57,222.8
2013-07-01,Basale Greens,34,2.252,349,0,2.104413055,27.5,310,76,100,56.57,546.8
2013-07-02,Basale Greens,34,2.252,355.1,0,2.104413055,27.5,310,76,100,56.57,614.5
2013-07-03,Basale Greens,34,2.252,362.8,0,2.104413055,27.5,310,76,100,56.57,562
2013-07-04,Basale Greens,34,2.252,356.3,0,2.104413055,27.5,310,76,100,56.57,215.1
2013-07-05,Basale Greens,34,2.252,356,0,2.104413055,27.5,310,76,100,56.57,123.1
2013-07-06,Basale Greens,34,2.252,340.5,0,2.104413055,27.5,310,76,100,56.57,715.9
2013-07-08,Basale Greens,34,2.252,333.2,0,2.104413055,27.5,310,76,100,56.57,622.4
2013-07-09,Basale Greens,34,2.252,339.7,0,2.104413055,27.5,310,76,100,56.57,342.7
2013-07-10,Basale Greens,34,2.252,365.4,0,2.104413055,27.5,310,76,100,56.57,193.2
2013-07-11,Basale Greens,34,2.252,359.6,0,2.104413055,27.5,310,76,100,56.57,325.1
2013-07-12,Basale Greens,34,2.252,347.6,0,2.104413055,27.5,310,76,100,56.57,397.8
2013-07-13,Basale Greens,34,2.252,352.1,0,2.104413055,27.5,310,76,100,56.57,278.2
2013-07-15,Basale Greens,34,2.252,349.5,0,2.104413055,27.5,310,76,100,56.57,140.3
2013-07-16,Basale Greens,34,2.252,348.1,0,2.104413055,27.5,310,76,100,56.57,66.1
2013-07-17,Basale Greens,34,2.252,339.2,0,2.104413055,27.5,310,76,100,56.57,31.8
2013-07-18,Basale Greens,34,2.252,338.1,0,2.104413055,27.5,310,76,100,56.57,23.5
2013-07-19,Basale Greens,34,2.252,355.5,0,2.104413055,27.5,310,76,100,56.57,674.6
2013-07-20,Basale Greens,34,2.252,360.5,0,2.104413055,27.5,310,76,100,56.57,181.1
2013-07-22,Basale Greens,34,2.252,357.6,0,2.104413055,27.5,310,76,100,56.57,529.3
2013-07-23,Basale Greens,34,2.252,334.3,0,2.104413055,27.5,310,76,100,56.57,175.3
2013-07-24,Basale Greens,34,2.252,355.1,0,2.104413055,27.5,310,76,100,56.57,708.6
2013-07-25,Basale Greens,34,2.252,355.6,0,2.104413055,27.5,310,76,100,56.57,32.6
2013-07-26,Basale Greens,34,2.252,357.5,0,2.104413055,27.5,310,76,100,56.57,556.1
2013-07-27,Basale Greens,34,2.252,356.2,0,2.104413055,27.5,310,76,100,56.57,251.6
2013-07-29,Basale Greens,34,2.252,359.4,0,2.104413055,27.5,310,76,100,56.57,137.3
2013-07-30,Basale Greens,34,2.252,364.5,0,2.104413055,27.5,310,76,100,56.57,666.7
2013-07-31,Basale Greens,34,2.252,360.7,0,2.104413055,27.5,310,76,100,56.57,408
2013-08-01,Basale Greens,34,2.342,341.8,0,2.109463647,27.22,254.7,68,100,56.57,368.1
2013-08-02,Basale Greens,34,2.342,335.8,0,2.109463647,27.22,254.7,68,100,56.57,622.8
2013-08-03,Basale Greens,34,2.342,362.5,0,2.109463647,27.22,254.7,68,100,56.57,197.6
2013-08-05,Basale Greens,34,2.342,333.5,0,2.109463647,27.22,254.7,68,100,56.57,710.4
2013-08-06,Basale Greens,34,2.342,365.6,0,2.109463647,27.22,254.7,68,100,56.57,379.9
2013-08-07,Basale Greens,34,2.342,334.5,0,2.109463647,27.22,254.7,68,100,56.57,146.6
2013-08-08,Basale Greens,34,2.342,336.4,0,2.109463647,27.22,254.7,68,100,56.57,383
2013-08-09,Basale Greens,34,2.342,332.5,0,2.109463647,27.22,254.7,68,100,56.57,19.3
2013-08-10,Basale Greens,34,2.342,337.1,0,2.109463647,27.22,254.7,68,100,56.57,627.3
2013-08-12,Basale Greens,34,2.342,354.8,0,2.109463647,27.22,254.7,68,100,56.57,162.2
2013-08-13,Basale Greens,34,2.342,337.9,0,2.109463647,27.22,254.7,68,100,56.57,506.4
2013-08-14,Basale Greens,34,2.342,348.4,0,2.109463647,27.22,254.7,68,100,56.57,76.3
2013-08-15,Basale Greens,34,2.342,351.2,0,2.109463647,27.22,254.7,68,100,56.57,561.1
2013-08-16,Basale Greens,34,2.342,359.9,0,2.109463647,27.22,254.7,68,100,56.57,347.8
2013-08-17,Basale Greens,34,2.342,354.7,0,2.109463647,27.22,254.7,68,100,56.57,663.3
2013-08-19,Basale Greens,34,2.342,337.7,0,2.109463647,27.22,254.7,68,100,56.57,630.4
2013-08-20,Basale Greens,34,2.342,346.5,0,2.109463647,27.22,254.7,68,100,56.57,95.9
2013-08-21,Basale Greens,34,2.342,366.4,0,2.109463647,27.22,254.7,68,100,56.57,464.5
2013-08-22,Basale Greens,34,2.342,352.6,0,2.109463647,27.22,254.7,68,100,56.57,187.8
2013-08-23,Basale Greens,34,2.342,351.1,0,2.109463647,27.22,254.7,68,100,56.57,587.5
2013-08-24,Basale Greens,34,2.342,333.2,0,2.109463647,27.22,254.7,68,100,56.57,373.5
2013-08-26,Basale Greens,34,2.342,345.1,0,2.109463647,27.22,254.7,68,100,56.57,102
2013-08-27,Basale Greens,34,2.342,339.4,0,2.109463647,27.22,254.7,68,100,56.57,500.7
2013-08-28,Basale Greens,34,2.342,333.6,0,2.109463647,27.22,254.7,68,100,56.57,297.8
2013-08-29,Basale Greens,34,2.342,362.3,0,2.109463647,27.22,254.7,68,100,56.57,717.5
2013-08-30,Basale Greens,34,2.342,339.4,0,2.109463647,27.22,254.7,68,100,56.57,15.7
2013-08-31,Basale Greens,34,2.342,362.2,0,2.109463647,27.22,254.7,68,100,56.57,358.9
2013-09-02,Basale Greens,34,2.271,351.2,0,2.116846769,26.87,152.7,54,100,56.57,215.8
2013-09-03,Basale Greens,34,2.271,343.6,0,2.116846769,26.87,152.7,54,100,56.57,303.2
2013-09-04,Basale Greens,34,2.271,363.8,0,2.116846769,26.87,152.7,54,100,56.57,418.6
2013-09-05,Basale Greens,34,2.271,345.9,0,2.116846769,26.87,152.7,54,100,56.57,213.3
2013-09-06,Basale Greens,34,2.271,349.1,0,2.116846769,26.87,152.7,54,100,56.57,110.9
2013-09-07,Basale Greens,34,2.271,333.4,0,2.116846769,26.87,152.7,54,100,56.57,496.5
2013-09-08,Basale Greens,34,2.271,351.7,0,2.116846769,26.87,152.7,54,100,56.57,678.1
2013-09-09,Basale Greens,34,2.271,344,0,2.116846769,26.87,152.7,54,100,56.57,630.1
2013-09-10,Basale Greens,34,2.271,348.9,0,2.116846769,26.87,152.7,54,100,56.57,539
2013-09-11,Basale Greens,34,2.271,350.4,0,2.116846769,26.87,152.7,54,100,56.57,635.6
2013-09-12,Basale Greens,34,2.271,331.8,0,2.116846769,26.87,152.7,54,100,56.57,278.8
2013-09-13,Basale Greens,34,2.271,357.8,0,2.116846769,26.87,152.7,54,100,56.57,195.7
2013-09-16,Basale Greens,34,2.271,346.1,0,2.116846769,26.87,152.7,54,100,56.57,734.6
2013-09-17,Basale Greens,34,2.271,344.5,0,2.116846769,26.87,152.7,54,100,56.57,461.3
2013-09-18,Basale Greens,34,2.271,332.7,0,2.116846769,26.87,152.7,54,100,56.57,335.1
2013-09-19,Basale Greens,34,2.271,338.9,0,2.116846769,26.87,152.7,54,100,56.57,508.2
2013-09-20,Basale Greens,34,2.271,345.4,0,2.116846769,26.87,152.7,54,100,56.57,500.4
2013-09-21,Basale Greens,34,2.271,362.8,0,2.116846769,26.87,152.7,54,100,56.57,104
2013-09-23,Basale Greens,34,2.271,363.2,0,2.116846769,26.87,152.7,54,100,56.57,99.9
2013-09-24,Basale Greens,34,2.271,353.5,0,2.116846769,26.87,152.7,54,100,56.57,603.7
2013-09-25,Basale Greens,34,2.271,358.6,0,2.116846769,26.87,152.7,54,100,56.57,139.5
2013-09-26,Basale Greens,34,2.271,339.5,0,2.116846769,26.87,152.7,54,100,56.57,374
2013-09-27,Basale Greens,34,2.271,348.7,0,2.116846769,26.87,152.7,54,100,56.57,538.8
2013-09-28,Basale Greens,34,2.271,335.8,0,2.116846769,26.87,152.7,54,100,56.57,457.4
2013-09-30,Basale Greens,34,2.271,347.9,0,2.116846769,26.87,152.7,54,100,56.57,11.2
2013-10-01,Basale Greens,34,2.189,330.6,0,2.128912796,25.63,129.4,22,85,56.57,571.6
2013-10-02,Basale Greens,34,2.189,339.3,0,2.128912796,25.63,129.4,22,85,56.57,74.6
2013-10-03,Basale Greens,34,2.189,333.5,0,2.128912796,25.63,129.4,22,85,56.57,596.2
2013-10-04,Basale Greens,34,2.189,339.2,0,2.128912796,25.63,129.4,22,85,56.57,422.4
2013-10-05,Basale Greens,34,2.189,330.1,0,2.128912796,25.63,129.4,22,85,56.57,378.4
2013-10-07,Basale Greens,34,2.189,335.4,0,2.128912796,25.63,129.4,22,85,56.57,346.5
2013-10-08,Basale Greens,34,2.189,356.9,0,2.128912796,25.63,129.4,22,85,56.57,174.4
2013-10-09,Basale Greens,34,2.189,338.6,0,2.128912796,25.63,129.4,22,85,56.57,644
2013-10-10,Basale Greens,34,2.189,363.2,0,2.128912796,25.63,129.4,22,85,56.57,151.1
2013-10-11,Basale Greens,34,2.189,360.4,0,2.128912796,25.63,129.4,22,85,56.57,737.2
2013-10-12,Basale Greens,34,2.189,336.2,0,2.128912796,25.63,129.4,22,85,56.57,723
2013-10-15,Basale Greens,34,2.189,341,0,2.128912796,25.63,129.4,22,85,56.57,407.4
2013-10-16,Basale Greens,34,2.189,342.4,0,2.128912796,25.63,129.4,22,85,56.57,18.2
2013-10-17,Basale Greens,34,2.189,362.1,0,2.128912796,25.63,129.4,22,85,56.57,528.4
2013-10-18,Basale Greens,34,2.189,329.3,0,2.128912796,25.63,129.4,22,85,56.57,741.9
2013-10-19,Basale Greens,34,2.189,357.7,0,2.128912796,25.63,129.4,22,85,56.57,310.4
2013-10-21,Basale Greens,34,2.189,345.1,0,2.128912796,25.63,129.4,22,85,56.57,410.9
2013-10-22,Basale Greens,34,2.189,354,0,2.128912796,25.63,129.4,22,85,56.57,321.1
2013-10-23,Basale Greens,34,2.189,361.1,0,2.128912796,25.63,129.4,22,85,56.57,232.9
2013-10-24,Basale Greens,34,2.189,344.1,0,2.128912796,25.63,129.4,22,85,56.57,62.3
2013-10-25,Basale Greens,34,2.189,355.3,0,2.128912796,25.63,129.4,22,85,56.57,438.3
2013-10-26,Basale Greens,34,2.189,339.6,0,2.128912796,25.63,129.4,22,85,56.57,193.1
2013-10-28,Basale Greens,32,2.189,350.5,0,2.128912796,25.63,129.4,22,85,56.57,592.7
2013-10-29,Basale Greens,32,2.189,352,0,2.128912796,25.63,129.4,22,85,56.57,703.4
2013-10-30,Basale Greens,32,2.189,355.8,0,2.128912796,25.63,129.4,22,85,56.57,744.7
2013-10-31,Basale Greens,32,2.189,359,0,2.128912796,25.63,129.4,22,85,56.57,454.4
2013-11-02,Basale Greens,32,2.295,366.6,0,2.140408925,22.18,14,5,50,56.57,97.3
2013-11-04,Basale Greens,32,2.295,379.4,0,2.140408925,22.18,14,5,50,56.57,433.1
2013-11-05,Basale Greens,34,2.295,367.7,0,2.140408925,22.18,14,5,50,56.57,206.4
2013-11-06,Basale Greens,34,2.295,359.6,0,2.140408925,22.18,14,5,50,56.57,740.8
2013-11-07,Basale Greens,35,2.295,355.3,0,2.140408925,22.18,14,5,50,56.57,736.9
2013-11-08,Basale Greens,35,2.295,342,0,2.140408925,22.18,14,5,50,56.57,437.7
2013-11-09,Basale Greens,35,2.295,335.4,0,2.140408925,22.18,14,5,50,56.57,300.2
2013-11-11,Basale Greens,35,2.295,353.7,0,2.140408925,22.18,14,5,50,56.57,159
2013-11-12,Basale Greens,35,2.295,359,0,2.140408925,22.18,14,5,50,56.57,539.6
2013-11-14,Basale Greens,35,2.295,355.7,0,2.140408925,22.18,14,5,50,56.57,163.5
2013-11-15,Basale Greens,35,2.295,361.2,0,2.140408925,22.18,14,5,50,56.57,676.4
2013-11-16,Basale Greens,35,2.295,360.4,0,2.140408925,22.18,14,5,50,56.57,197.5
2013-11-18,Basale Greens,35,2.295,331.4,0,2.140408925,22.18,14,5,50,56.57,478.9
2013-11-19,Basale Greens,35,2.295,348,0,2.140408925,22.18,14,5,50,56.57,671.9
2013-11-20,Basale Greens,35,2.295,335.3,0,2.140408925,22.18,14,5,50,56.57,191
2013-11-21,Basale Greens,35,2.295,350.8,0,2.140408925,22.18,14,5,50,56.57,721.7
2013-11-22,Basale Greens,35,2.295,343.5,0,2.140408925,22.18,14,5,50,56.57,296.1
2013-11-23,Basale Greens,35,2.295,349.9,0,2.140408925,22.18,14,5,50,56.57,103.6
2013-11-25,Basale Greens,35,2.295,345.7,0,2.140408925,22.18,14,5,50,56.57,734.7
2013-11-26,Basale Greens,35,2.295,356.6,0,2.140408925,22.18,14,5,50,56.57,571.8
2013-11-27,Basale Greens,35,2.295,361.2,0,2.140408925,22.18,14,5,50,56.57,564.1
2013-11-28,Basale Greens,35,2.295,333.2,0,2.140408925,22.18,14,5,50,56.57,485.4
2013-11-29,Basale Greens,35,2.295,354.9,0,2.140408925,22.18,14,5,50,56.57,589.1
2013-11-30,Basale Greens,35,2.295,341.3,0,2.140408925,22.18,14,5,50,56.57,560.1
2013-12-02,Basale Greens,35,2.346,342.4,0,2.160100687,19.69,6.7,1,21,56.57,83.7
2013-12-03,Basale Greens,35,2.346,358.2,0,2.160100687,19.69,6.7,1,21,56.57,697.1
2013-12-04,Basale Greens,35,2.346,348.4,0,2.160100687,19.69,6.7,1,21,56.57,696.4
2013-12-05,Basale Greens,35,2.346,365.1,0,2.160100687,19.69,6.7,1,21,56.57,580.3
2013-12-06,Basale Greens,35,2.346,351.3,0,2.160100687,19.69,6.7,1,21,56.57,738.1
2013-12-07,Basale Greens,35,2.346,352.6,0,2.160100687,19.69,6.7,1,21,56.57,216.7
2013-12-09,Basale Greens,35,2.346,341.6,0,2.160100687,19.69,6.7,1,21,56.57,176.7
2013-12-10,Basale Greens,35,2.346,338.9,0,2.160100687,19.69,6.7,1,21,56.57,319.3
2013-12-11,Basale Greens,35,2.346,355.4,0,2.160100687,19.69,6.7,1,21,56.57,517.4
2013-12-12,Basale Greens,35,2.346,343.7,0,2.160100687,19.69,6.7,1,21,56.57,723.6
2013-12-13,Basale Greens,35,2.346,366.4,0,2.160100687,19.69,6.7,1,21,56.57,392.9
2013-12-14,Basale Greens,35,2.346,358.5,0,2.160100687,19.69,6.7,1,21,56.57,572
2013-12-17,Basale Greens,35,2.346,342.6,0,2.160100687,19.69,6.7,1,21,56.57,491.1
2013-12-18,Basale Greens,35,2.346,368.9,0,2.160100687,19.69,6.7,1,21,56.57,407.9
2013-12-19,Basale Greens,35,2.346,357.9,0,2.160100687,19.69,6.7,1,21,56.57,575.9
2013-12-20,Basale Greens,35,2.346,340.6,0,2.160100687,19.69,6.7,1,21,56.57,212.5
2013-12-21,Basale Greens,35,2.346,354.8,0,2.160100687,19.69,6.7,1,21,56.57,544.7
2013-12-23,Basale Greens,35,2.346,337.5,0,2.160100687,19.69,6.7,1,21,56.57,335.1
2013-12-24,Basale Greens,37,2.346,335.4,0,2.160100687,19.69,6.7,1,21,56.57,344.4
2013-12-25,Basale Greens,37,2.346,322.1,0,2.160100687,19.69,6.7,1,21,56.57,379.7
2013-12-26,Basale Greens,37,2.346,345.8,0,2.160100687,19.69,6.7,1,21,56.57,537.1
2013-12-27,Basale Greens,37,2.346,333.5,0,2.160100687,19.69,6.7,1,21,56.57,649.3
2013-12-28,Basale Greens,37,2.346,339.2,0,2.160100687,19.69,6.7,1,21,56.57,635.9
2013-12-30,Basale Greens,37,2.346,344,0,2.160100687,19.69,6.7,1,21,56.57,541.3
2013-12-31,Basale Greens,37,2.346,322.8,0,2.160100687,19.69,6.7,1,21,56.57,740.7
2014-01-02,Basale Greens,37,2.382,366.4,0,1.334248327,18.81,19.2,1,12,62.33,333.5
2014-01-03,Basale Greens,37,2.382,357.3,0,1.334248327,18.81,19.2,1,12,62.33,265.7
2014-01-04,Basale Greens,37,2.382,339.4,0,1.334248327,18.81,19.2,1,12,62.33,609.7
2014-01-06,Basale Greens,37,2.382,337.7,0,1.334248327,18.81,19.2,1,12,62.33,91.1
2014-01-07,Basale Greens,37,2.382,349.1,0,1.334248327,18.81,19.2,1,12,62.33,72.8
2014-01-08,Basale Greens,37,2.382,364.1,0,1.334248327,18.81,19.2,1,12,62.33,412.5
2014-01-09,Basale Greens,37,2.382,353.9,0,1.334248327,18.81,19.2,1,12,62.33,110.7
2014-01-10,Basale Greens,37,2.382,334.6,0,1.334248327,18.81,19.2,1,12,62.33,672.1
2014-01-11,Basale Greens,37,2.382,333.3,0,1.334248327,18.81,19.2,1,12,62.33,338.8
2014-01-13,Basale Greens,37,2.382,341.7,0,1.334248327,18.81,19.2,1,12,62.33,613.6
2014-01-14,Basale Greens,37,2.382,356.6,0,1.334248327,18.81,19.2,1,12,62.33,137.4
2014-01-15,Basale Greens,37,2.382,332.9,0,1.334248327,18.81,19.2,1,12,62.33,101.3
2014-01-16,Basale Greens,37,2.382,361.9,0,1.334248327,18.81,19.2,1,12,62.33,345.7
2014-01-17,Basale Greens,37,2.382,333.4,0,1.334248327,18.81,19.2,1,12,62.33,697
2014-01-18,Basale Greens,37,2.382,362.9,0,1.334248327,18.81,19.2,1,12,62.33,161
2014-01-20,Basale Greens,37,2.382,355.4,0,1.334248327,18.81,19.2,1,12,62.33,343.1
2014-01-21,Basale Greens,37,2.382,333.5,0,1.334248327,18.81,19.2,1,12,62.33,140.1
2014-01-22,Basale Greens,37,2.382,355.2,0,1.334248327,18.81,19.2,1,12,62.33,387.3
2014-01-23,Basale Greens,37,2.382,343.7,0,1.334248327,18.81,19.2,1,12,62.33,703.4
2014-01-24,Basale Greens,37,2.382,357.4,0,1.334248327,18.81,19.2,1,12,62.33,216.1
2014-01-25,Basale Greens,37,2.382,347.9,0,1.334248327,18.81,19.2,1,12,62.33,490.8
2014-01-27,Basale Greens,37,2.382,352.8,0,1.334248327,18.81,19.2,1,12,62.33,606.9
2014-01-28,Basale Greens,37,2.382,336.7,0,1.334248327,18.81,19.2,1,12,62.33,367.8
2014-01-29,Basale Greens,37,2.382,353.9,0,1.334248327,18.81,19.2,1,12,62.33,715.2
2014-01-30,Basale Greens,37,2.382,332.5,0,1.334248327,18.81,19.2,1,12,62.33,210.2
2014-01-31,Basale Greens,37,2.382,361.4,0,1.334248327,18.81,19.2,1,12,62.33,422.9
2014-02-01,Basale Greens,37,2.384,346.6,0,1.34345464,20.35,27.4,1,20,62.33,474.9
2014-02-03,Basale Greens,37,2.384,333.7,0,1.34345464,20.35,27.4,1,20,62.33,354.7
2014-02-04,Basale Greens,37,2.384,347,0,1.34345464,20.35,27.4,1,20,62.33,207.8
2014-02-05,Basale Greens,37,2.384,358.3,0,1.34345464,20.35,27.4,1,20,62.33,588.7
2014-02-06,Basale Greens,37,2.384,364.9,0,1.34345464,20.35,27.4,1,20,62.33,413.4
2014-02-07,Basale Greens,37,2.384,346.8,0,1.34345464,20.35,27.4,1,20,62.33,709.1
2014-02-08,Basale Greens,37,2.384,342.3,0,1.34345464,20.35,27.4,1,20,62.33,540.3
2014-02-10,Basale Greens,37,2.384,347.3,0,1.34345464,20.35,27.4,1,20,62.33,353.4
2014-02-11,Basale Greens,37,2.384,362.3,0,1.34345464,20.35,27.4,1,20,62.33,195.4
2014-02-12,Basale Greens,37,2.384,344.4,0,1.34345464,20.35,27.4,1,20,62.33,225
2014-02-13,Basale Greens,37,2.384,343.7,0,1.34345464,20.35,27.4,1,20,62.33,67
2014-02-14,Basale Greens,37,2.384,339.6,0,1.34345464,20.35,27.4,1,20,62.33,673.5
2014-02-15,Basale Greens,37,2.384,362.3,0,1.34345464,20.35,27.4,1,20,62.33,626.4
2014-02-17,Basale Greens,37,2.384,339.8,0,1.34345464,20.35,27.4,1,20,62.33,164.9
2014-02-18,Basale Greens,37,2.384,335.3,0,1.34345464,20.35,27.4,1,20,62.33,95.2
2014-02-19,Basale Greens,37,2.384,336.2,0,1.34345464,20.35,27.4,1,20,62.33,220.4
2014-02-20,Basale Greens,37,2.384,353.3,0,1.34345464,20.35,27.4,1,20,62.33,443.5
2014-02-21,Basale Greens,37,2.384,346.7,0,1.34345464,20.35,27.4,1,20,62.33,75.6
2014-02-22,Basale Greens,37,2.384,346,0,1.34345464,20.35,27.4,1,20,62.33,49.7
2014-02-24,Basale Greens,37,2.384,360,0,1.34345464,20.35,27.4,1,20,62.33,101.6
2014-02-25,Basale Greens,37,2.384,346.7,0,1.34345464,20.35,27.4,1,20,62.33,55
2014-02-26,Basale Greens,37,2.384,349.4,0,1.34345464,20.35,27.4,1,20,62.33,215.9
2014-02-27,Basale Greens,37,2.384,341.7,0,1.34345464,20.35,27.4,1,20,62.33,160.6
2014-02-28,Basale Greens,37,2.384,355.5,0,1.34345464,20.35,27.4,1,20,62.33,298.2
2014-03-01,Basale Greens,37,2.326,334.1,0,1.355814423,23.34,36.1,1,55,62.33,572.9
2014-03-03,Basale Greens,37,2.326,340.8,0,1.355814423,23.34,36.1,1,55,62.33,729.3
2014-03-04,Basale Greens,37,2.326,338,0,1.355814423,23.34,36.1,1,55,62.33,725.7
2014-03-05,Basale Greens,37,2.326,353,0,1.355814423,23.34,36.1,1,55,62.33,6
2014-03-06,Basale Greens,37,2.326,335.1,0,1.355814423,23.34,36.1,1,55,62.33,305.6
2014-03-07,Basale Greens,37,2.326,350.3,0,1.355814423,23.34,36.1,1,55,62.33,347.3
2014-03-08,Basale Greens,37,2.326,349,0,1.355814423,23.34,36.1,1,55,62.33,57.7
2014-03-10,Basale Greens,37,2.326,345,0,1.355814423,23.34,36.1,1,55,62.33,38.6
2014-03-11,Basale Greens,37,2.326,366.2,0,1.355814423,23.34,36.1,1,55,62.33,199.7
2014-03-12,Basale Greens,37,2.326,359,0,1.355814423,23.34,36.1,1,55,62.33,528.3
2014-03-13,Basale Greens,37,2.326,334.4,0,1.355814423,23.34,36.1,1,55,62.33,29.5
2014-03-14,Basale Greens,37,2.326,364.3,0,1.355814423,23.34,36.1,1,55,62.33,117.7
2014-03-15,Basale Greens,37,2.326,355.1,0,1.355814423,23.34,36.1,1,55,62.33,549.2
2014-03-17,Basale Greens,37,2.326,336.9,0,1.355814423,23.34,36.1,1,55,62.33,638.9
2014-03-18,Basale Greens,37,2.326,345.4,0,1.355814423,23.34,36.1,1,55,62.33,274.6
2014-03-19,Basale Greens,37,2.326,353,0,1.355814423,23.34,36.1,1,55,62.33,612.8
2014-03-20,Basale Greens,37,2.326,342,0,1.355814423,23.34,36.1,1,55,62.33,262.9
2014-03-21,Basale Greens,37,2.326,365.5,0,1.355814423,23.34,36.1,1,55,62.33,504
2014-03-22,Basale Greens,37,2.326,362.9,0,1.355814423,23.34,36.1,1,55,62.33,558.8
2014-03-24,Basale Greens,37,2.326,360.9,0,1.355814423,23.34,36.1,1,55,62.33,296.7
2014-03-25,Basale Greens,37,2.326,336.3,0,1.355814423,23.34,36.1,1,55,62.33,195.3
2014-03-26,Basale Greens,37,2.326,366.5,0,1.355814423,23.34,36.1,1,55,62.33,516
2014-03-27,Basale Greens,37,2.326,336.1,0,1.355814423,23.34,36.1,1,55,62.33,575.6
2014-03-28,Basale Greens,37,2.326,352.4,0,1.355814423,23.34,36.1,1,55,62.33,384.2
2014-03-29,Basale Greens,37,2.326,334.1,0,1.355814423,23.34,36.1,1,55,62.33,505.2
2014-03-30,Basale Greens,37,2.326,344.7,0,1.355814423,23.34,36.1,1,55,62.33,478.5
2014-04-01,Basale Greens,37,2.233,346.6,0,1.364898379,26.91,22.2,2,89,62.33,575.7
2014-04-02,Basale Greens,37,2.233,353.6,0,1.364898379,26.91,22.2,2,89,62.33,132.7
2014-04-03,Basale Greens,37,2.233,343,0,1.364898379,26.91,22.2,2,89,62.33,54.8
2014-04-04,Basale Greens,37,2.233,362.3,0,1.364898379,26.91,22.2,2,89,62.33,166.5
2014-04-05,Basale Greens,37,2.233,338.4,0,1.364898379,26.91,22.2,2,89,62.33,719.2
